COMPANYID,COMPANYNAME,FYEAR,FQUARTER,EPS,fwd_return_30d,revenue_growth,operating_margin,pe_ratio,global_neg_frac,global_pos_frac,global_linear_score,LM_neg_frac,avg_confidence,strong_sentiment_frac,guidance_count,avg_specificity,near_future_frac,far_future_frac,transcript_text,REVENUE_pos,REVENUE_neg,REVENUE_neu,REVENUE_neg_frac,INDUSTRY_MOATS_DRIVERS_pos,INDUSTRY_MOATS_DRIVERS_neg,INDUSTRY_MOATS_DRIVERS_neu,INDUSTRY_MOATS_DRIVERS_neg_frac,EARNING_AND_COSTS_pos,EARNING_AND_COSTS_neg,EARNING_AND_COSTS_neu,EARNING_AND_COSTS_neg_frac,CAP_ALLOCATION_CASH_pos,CAP_ALLOCATION_CASH_neg,CAP_ALLOCATION_CASH_neu,CAP_ALLOCATION_CASH_neg_frac,EXOGENOUS_pos,EXOGENOUS_neg,EXOGENOUS_neu,EXOGENOUS_neg_frac,MANAGEMENT_CULTURE_SUSTAINABILITY_pos,MANAGEMENT_CULTURE_SUSTAINABILITY_neg,MANAGEMENT_CULTURE_SUSTAINABILITY_neu,MANAGEMENT_CULTURE_SUSTAINABILITY_neg_frac,OTHER_CRITERIA_pos,OTHER_CRITERIA_neg,OTHER_CRITERIA_neu,OTHER_CRITERIA_neg_frac,eps_surprise_pct
6,Company_006,2019,2,11.9726,0.017841,0.0159,0.0606,11.89,0.6779,0.3221,-0.3558,0.6831,3.47,0.2264,4,3.53,0.4719,0.2375,Company_006 Q2 2019: Revenue grew 1.6% with margins at 6.1%. Management expects continued challenges ahead.,5,6,0,0.6167,2,5,3,0.5305,0,4,3,0.5806,0,2,1,0.6747,0,1,2,0.6168,2,6,1,0.6717,2,4,0,0.8157,0.05180996608923712
6,Company_006,2019,3,12.5929,-0.010926,0.0472,0.2452,29.73,0.2642,0.2815,0.0173,0.2534,4.33,0.4988,1,2.02,0.3532,0.2096,Company_006 Q3 2019: Revenue grew 4.7% with margins at 24.5%. Management expects continued improvement ahead.,0,0,3,0.2012,0,2,4,0.4654,1,5,6,0.4562,3,1,9,0.1153,3,0,6,0.1053,1,1,3,0.371,1,1,8,0.1777,-0.032931254913482984
6,Company_006,2019,4,12.1782,-0.017933,0.075,0.0976,31.24,0.3261,0.3411,0.015,0.244,2.92,0.1589,2,3.11,0.5981,0.1081,Company_006 Q4 2019: Revenue grew 7.5% with margins at 9.8%. Management expects continued improvement ahead.,4,1,5,0.1898,2,2,5,0.3017,2,3,3,0.4343,3,4,4,0.3898,4,2,4,0.2521,2,3,3,0.3996,5,3,6,0.2358,0.039488594373552746
6,Company_006,2020,1,12.6591,-0.006122,0.0437,0.1285,9.72,0.4395,0.3049,-0.1346,0.3694,3.67,0.1925,6,1.8,0.4248,0.2506,Company_006 Q1 2020: Revenue grew 4.4% with margins at 12.9%. Management expects continued challenges ahead.,3,4,3,0.4159,0,1,1,0.5513,1,2,1,0.5632,2,3,2,0.4549,3,5,5,0.4103,1,0,1,0.4035,3,6,3,0.5178,-0.01306569977328562
6,Company_006,2020,2,12.4937,0.045894,0.0103,0.0532,33.38,0.4011,0.5805,0.1794,0.316,4.45,0.473,6,1.76,0.6355,0.2178,Company_006 Q2 2020: Revenue grew 1.0% with margins at 5.3%. Management expects continued improvement ahead.,6,4,0,0.4786,5,3,1,0.3585,5,5,2,0.418,3,3,2,0.4831,3,3,1,0.5017,1,1,0,0.5817,6,4,0,0.4989,-0.07929596516644391
6,Company_006,2020,3,11.503,0.01678,0.0133,0.1196,22.44,0.4042,0.4912,0.087,0.3371,4.17,0.312,3,2.56,0.614,0.0989,Company_006 Q3 2020: Revenue grew 1.3% with margins at 12.0%. Management expects continued improvement ahead.,1,1,1,0.3821,5,4,0,0.5107,8,7,0,0.5005,5,7,2,0.5039,6,5,2,0.4466,1,0,2,0.2755,6,7,1,0.5055,0.021950795444666566
6,Company_006,2020,4,11.7555,-0.019402,-0.0147,0.1103,10.34,0.5105,0.22,-0.2904,0.5845,3.86,0.3844,1,1.78,0.3142,0.2986,Company_006 Q4 2020: Revenue grew -1.5% with margins at 11.0%. Management expects continued challenges ahead.,1,1,4,0.2789,0,0,2,0.4276,1,2,2,0.5901,1,5,5,0.5126,1,5,1,0.7753,2,4,2,0.5626,1,4,4,0.5473,-0.06947386329803064
6,Company_006,2021,1,10.9388,0.033863,-0.0065,0.1618,17.32,0.2462,0.1047,-0.1415,0.1398,3.04,0.2507,5,3.94,0.6231,0.2344,Company_006 Q1 2021: Revenue grew -0.6% with margins at 16.2%. Management expects continued challenges ahead.,0,0,3,0.2565,1,0,3,0.2249,1,1,6,0.1876,0,0,2,0.1649,0,0,3,0.2221,0,2,8,0.275,0,1,4,0.3126,0.12357845467510138
6,Company_006,2021,2,12.2906,-0.023641,0.0452,0.0383,13.12,0.37,0.5903,0.2203,0.3711,3.73,0.167,4,2.62,0.6319,0.2137,Company_006 Q2 2021: Revenue grew 4.5% with margins at 3.8%. Management expects continued improvement ahead.,6,2,1,0.2724,2,1,1,0.416,3,1,2,0.2815,7,3,4,0.2409,5,5,3,0.3921,4,2,2,0.3612,9,5,0,0.3912,-0.02850959269685766
6,Company_006,2021,3,11.9402,0.003614,0.0568,0.1649,34.06,0.3135,0.2584,-0.0551,0.1733,2.96,0.1529,1,3.92,0.5631,0.1911,Company_006 Q3 2021: Revenue grew 5.7% with margins at 16.5%. Management expects continued challenges ahead.,0,0,2,0.2501,3,3,8,0.2752,4,3,4,0.3168,2,4,5,0.4449,5,5,4,0.3759,2,3,3,0.4317,1,1,3,0.3383,-0.05422019731662795
6,Company_006,2021,4,11.2928,-0.010147,-0.0146,0.1477,17.85,0.4145,0.5855,0.171,0.2714,4.32,0.1647,7,2.95,0.5859,0.1101,Company_006 Q4 2021: Revenue grew -1.5% with margins at 14.8%. Management expects continued improvement ahead.,5,5,2,0.4307,2,2,1,0.4761,3,4,3,0.4639,5,5,1,0.4659,3,3,0,0.5292,4,4,1,0.5499,5,3,1,0.395,0.08261015868517994
6,Company_006,2022,1,12.2257,0.024218,0.0427,0.1846,18.94,0.2109,0.5604,0.3495,0.2252,3.08,0.4394,2,3.96,0.6165,0.2003,Company_006 Q1 2022: Revenue grew 4.3% with margins at 18.5%. Management expects continued improvement ahead.,1,0,1,0.0818,6,5,1,0.4787,6,2,4,0.1964,2,0,2,0.0576,5,2,4,0.2082,1,0,2,0.2406,1,0,1,0.1674,0.0934506817605536
6,Company_006,2022,2,13.3682,0.020398,0.0632,0.2002,29.34,0.05,0.3446,0.2946,0.145,3.28,0.2715,7,1.6,0.6909,0.1106,Company_006 Q2 2022: Revenue grew 6.3% with margins at 20.0%. Management expects continued improvement ahead.,2,0,7,0.0458,1,0,4,0.0,4,2,6,0.1792,0,0,2,0.0,1,0,3,0.0,0,0,2,0.2165,4,1,9,0.1048,0.06218488652174568
6,Company_006,2022,3,14.1995,0.023929,-0.0031,0.0922,34.49,0.1731,0.4258,0.2527,0.1497,3.85,0.4156,0,0.0,0.5541,0.0991,Company_006 Q3 2022: Revenue grew -0.3% with margins at 9.2%. Management expects continued improvement ahead.,7,3,3,0.2402,1,1,2,0.2514,2,2,3,0.298,1,0,2,0.0402,2,1,3,0.2739,0,0,4,0.1134,4,3,5,0.2584,0.059537307651677855
6,Company_006,2022,4,15.0449,-0.008576,0.0008,0.0996,23.59,0.0685,0.4616,0.3931,0.0809,2.06,0.1995,1,2.82,0.4338,0.1798,Company_006 Q4 2022: Revenue grew 0.1% with margins at 10.0%. Management expects continued improvement ahead.,5,1,5,0.1565,1,0,2,0.0601,1,0,3,0.1454,4,0,7,0.0,2,0,5,0.0657,1,0,3,0.0,1,0,2,0.1574,-0.005403824551841527
6,Company_006,2023,1,14.9636,-0.050373,-0.0017,0.1256,14.24,0.6385,0.2838,-0.3547,0.3681,3.26,0.4075,7,3.95,0.4865,0.248,Company_006 Q1 2023: Revenue grew -0.2% with margins at 12.6%. Management expects continued challenges ahead.,1,2,3,0.4696,3,6,1,0.614,1,5,1,0.7568,4,6,1,0.5973,2,7,0,0.8029,0,4,2,0.7567,2,7,0,0.8776,0.06549894410435993
6,Company_006,2023,2,15.9437,-0.014118,0.0652,0.1901,17.13,0.0684,0.6213,0.5529,0.1745,3.58,0.2823,2,2.0,0.4061,0.0924,Company_006 Q2 2023: Revenue grew 6.5% with margins at 19.0%. Management expects continued improvement ahead.,2,0,1,0.0,1,0,2,0.0756,10,0,4,0.0,3,0,6,0.1008,4,0,2,0.1468,7,1,4,0.0956,1,0,1,0.0358,0.04301385500228933
6,Company_006,2023,3,16.6295,-0.005997,0.0256,0.1025,17.91,0.1646,0.4262,0.2615,0.2396,2.5,0.4635,7,2.51,0.4192,0.2064,Company_006 Q3 2023: Revenue grew 2.6% with margins at 10.2%. Management expects continued improvement ahead.,1,0,3,0.1464,5,2,4,0.1839,5,2,6,0.2007,3,1,3,0.1542,5,3,5,0.2713,4,2,7,0.1867,6,1,7,0.1184,0.045605700712588966
6,Company_006,2023,4,17.3879,-0.011878,0.0753,0.0963,14.88,0.194,0.4997,0.3058,0.336,3.57,0.4695,2,2.01,0.6192,0.2346,Company_006 Q4 2023: Revenue grew 7.5% with margins at 9.6%. Management expects continued improvement ahead.,0,0,2,0.0951,6,2,6,0.1614,5,2,6,0.1578,1,0,1,0.2934,3,1,3,0.1715,2,0,2,0.108,4,3,4,0.3437,0.034989849262993415
6,Company_006,2024,1,17.9963,0.00181,-0.0019,0.2342,21.42,0.2029,0.2366,0.0337,0.2149,3.75,0.2643,6,2.14,0.6736,0.0828,Company_006 Q1 2024: Revenue grew -0.2% with margins at 23.4%. Management expects continued improvement ahead.,0,1,3,0.3242,3,3,6,0.3013,0,1,4,0.3175,0,0,3,0.0917,4,1,8,0.1189,0,0,2,0.1271,1,1,10,0.1575,-0.023110306007345986
6,Company_006,2024,2,17.5804,0.039372,-0.0084,0.068,24.09,0.5661,0.2765,-0.2896,0.5745,4.1,0.3603,4,1.98,0.3516,0.1245,Company_006 Q2 2024: Revenue grew -0.8% with margins at 6.8%. Management expects continued challenges ahead.,0,1,1,0.675,4,7,3,0.5708,3,9,1,0.7299,0,1,1,0.6766,1,4,3,0.5506,1,3,3,0.5626,2,7,4,0.6081,0.05836044686127732
6,Company_006,2024,3,18.6064,0.031265,0.0752,0.142,25.14,0.2604,0.3268,0.0665,0.1295,3.19,0.2557,5,3.77,0.6141,0.1719,Company_006 Q3 2024: Revenue grew 7.5% with margins at 14.2%. Management expects continued improvement ahead.,1,1,4,0.3064,3,2,5,0.2586,3,5,5,0.4417,1,0,1,0.28,2,0,4,0.1632,0,0,2,0.249,1,1,3,0.2125,0.004691933958207877
6,Company_006,2024,4,18.6937,-0.004302,0.0076,0.1512,16.24,0.3677,0.3701,0.0024,0.4907,3.12,0.3772,0,0.0,0.3853,0.2668,Company_006 Q4 2024: Revenue grew 0.8% with margins at 15.1%. Management expects continued improvement ahead.,1,0,3,0.197,3,3,4,0.3551,7,4,3,0.305,0,1,4,0.3291,3,2,2,0.3751,3,2,3,0.3439,1,0,3,0.1817,
7,Company_007,2019,1,3.8324,0.037992,0.0155,0.2316,19.91,0.2236,0.4579,0.2343,0.3293,2.23,0.2832,6,2.95,0.5873,0.0811,Company_007 Q1 2019: Revenue grew 1.6% with margins at 23.2%. Management expects continued improvement ahead.,3,2,3,0.2547,4,0,9,0.0673,2,2,8,0.2413,0,0,2,0.3309,4,3,4,0.2825,2,0,1,0.24,1,0,1,0.3208,0.13915562049890423
7,Company_007,2019,2,4.3657,0.017666,0.0323,0.2265,10.83,0.4942,0.5058,0.0116,0.6292,3.69,0.1256,5,3.97,0.4113,0.1489,Company_007 Q2 2019: Revenue grew 3.2% with margins at 22.6%. Management expects continued improvement ahead.,5,6,2,0.5086,3,4,0,0.5865,6,4,4,0.2946,3,4,3,0.4589,1,1,1,0.3721,7,7,0,0.6537,4,3,3,0.343,0.04617816157775385
7,Company_007,2019,3,4.5673,-0.014516,0.0105,0.1551,19.51,0.0919,0.288,0.1961,0.2452,3.72,0.2251,2,3.09,0.6972,0.2444,Company_007 Q3 2019: Revenue grew 1.1% with margins at 15.5%. Management expects continued improvement ahead.,1,0,3,0.1098,1,1,7,0.2126,1,0,3,0.0,2,3,7,0.2569,2,0,5,0.0,3,0,6,0.0289,3,0,6,0.0032,0.04543165546384068
7,Company_007,2019,4,4.7748,0.025971,0.0021,0.0664,12.27,0.2715,0.3752,0.1037,0.1866,4.32,0.4471,4,2.26,0.5484,0.1255,Company_007 Q4 2019: Revenue grew 0.2% with margins at 6.6%. Management expects continued improvement ahead.,5,4,2,0.3798,5,7,2,0.5214,3,1,2,0.207,1,0,2,0.2863,4,5,5,0.3741,1,2,7,0.2664,1,0,2,0.2633,-0.032210773226103606
7,Company_007,2020,1,4.621,0.02001,0.035,0.169,28.58,0.2703,0.3894,0.1191,0.2569,2.79,0.3486,1,2.14,0.3543,0.115,Company_007 Q1 2020: Revenue grew 3.5% with margins at 16.9%. Management expects continued improvement ahead.,0,0,2,0.4297,1,3,4,0.4421,5,2,4,0.27,2,2,9,0.2232,3,1,3,0.2202,1,0,2,0.2348,7,0,5,0.0331,0.011252975546418437
7,Company_007,2020,2,4.673,-0.061279,0.0456,0.1672,35.47,0.3276,0.5683,0.2407,0.3204,3.16,0.4137,6,3.1,0.4247,0.1813,Company_007 Q2 2020: Revenue grew 4.6% with margins at 16.7%. Management expects continued improvement ahead.,5,3,2,0.3646,2,1,1,0.3614,7,2,3,0.2035,4,3,0,0.4592,1,0,1,0.3787,11,5,0,0.4348,2,1,1,0.4352,-0.17141022897496258
7,Company_007,2020,3,3.872,0.000112,0.0466,0.186,8.8,0.5555,0.2371,-0.3184,0.4359,3.8,0.3056,5,2.6,0.437,0.1866,Company_007 Q3 2020: Revenue grew 4.7% with margins at 18.6%. Management expects continued challenges ahead.,4,8,1,0.681,2,6,4,0.5388,2,8,4,0.5984,0,2,4,0.3773,3,6,2,0.5945,0,5,5,0.5088,1,3,2,0.5214,0.22120351239669434
7,Company_007,2020,4,4.7285,0.0352,-0.0233,0.2047,32.3,0.3021,0.2089,-0.0932,0.1865,3.55,0.131,1,1.96,0.3423,0.2532,Company_007 Q4 2020: Revenue grew -2.3% with margins at 20.5%. Management expects continued challenges ahead.,1,2,4,0.3356,2,3,9,0.2536,0,0,2,0.3587,0,3,9,0.331,3,4,6,0.3362,3,4,4,0.442,1,4,7,0.4153,-0.06987416728349372
7,Company_007,2021,1,4.3981,-0.047851,0.0298,0.1736,27.0,0.4547,0.5453,0.0905,0.3311,3.89,0.2238,2,3.82,0.3662,0.0506,Company_007 Q1 2021: Revenue grew 3.0% with margins at 17.4%. Management expects continued improvement ahead.,2,2,1,0.5185,1,0,1,0.3153,3,4,1,0.5178,6,5,2,0.4013,4,4,1,0.4524,6,6,1,0.4968,5,4,3,0.3874,0.07430481344216809
7,Company_007,2021,2,4.7249,-0.081502,0.0499,0.0869,25.19,0.3063,0.3675,0.0613,0.2719,3.69,0.3731,6,1.54,0.3411,0.093,Company_007 Q2 2021: Revenue grew 5.0% with margins at 8.7%. Management expects continued improvement ahead.,1,1,3,0.3333,5,4,4,0.3607,0,1,3,0.2993,3,4,3,0.4865,1,1,2,0.2786,2,4,1,0.5755,3,2,1,0.3407,0.06876336007111271
7,Company_007,2021,3,5.0498,-0.006583,0.0024,0.1616,31.07,0.3159,0.2368,-0.079,0.3031,2.64,0.3878,4,3.2,0.4198,0.1644,Company_007 Q3 2021: Revenue grew 0.2% with margins at 16.2%. Management expects continued challenges ahead.,2,2,8,0.2107,3,2,6,0.2094,0,1,3,0.3901,0,1,2,0.3663,0,3,5,0.4682,2,2,7,0.2273,0,1,4,0.3796,-0.05709136995524584
7,Company_007,2021,4,4.7615,0.006506,-0.011,0.1882,17.79,0.3784,0.4148,0.0364,0.2872,3.21,0.1253,1,3.33,0.3696,0.1403,Company_007 Q4 2021: Revenue grew -1.1% with margins at 18.8%. Management expects continued improvement ahead.,0,0,2,0.3221,3,2,2,0.3034,1,1,2,0.3798,1,1,2,0.3646,3,3,4,0.3285,4,4,6,0.2972,5,7,1,0.5605,-0.016570408484721195
7,Company_007,2022,1,4.6826,0.043338,0.0468,0.1665,28.23,0.4319,0.0743,-0.3576,0.5258,3.09,0.3101,1,1.52,0.4691,0.2295,Company_007 Q1 2022: Revenue grew 4.7% with margins at 16.6%. Management expects continued challenges ahead.,0,3,6,0.4311,0,6,5,0.5693,0,1,2,0.3341,0,2,7,0.3227,0,2,4,0.439,0,5,9,0.3585,0,4,6,0.4387,-0.06507068722504582
7,Company_007,2022,2,4.3779,-0.085318,0.062,0.1305,26.76,0.2883,0.5008,0.2125,0.2483,3.23,0.1769,6,2.04,0.4001,0.2579,Company_007 Q2 2022: Revenue grew 6.2% with margins at 13.0%. Management expects continued improvement ahead.,2,1,3,0.231,0,0,2,0.3297,4,3,7,0.278,1,0,1,0.2343,3,2,6,0.241,2,1,4,0.2824,1,0,2,0.005,0.11133191712921721
7,Company_007,2022,3,4.8653,0.007893,0.0315,0.1966,29.55,0.3774,0.4869,0.1095,0.2516,3.54,0.457,4,2.77,0.3099,0.1517,Company_007 Q3 2022: Revenue grew 3.1% with margins at 19.7%. Management expects continued improvement ahead.,5,3,1,0.3672,4,4,2,0.402,3,3,4,0.3207,5,4,5,0.345,4,3,4,0.3479,1,1,2,0.4426,5,2,6,0.2003,0.099110024047849
7,Company_007,2022,4,5.3475,0.008112,0.0068,0.2278,36.72,0.1241,0.4597,0.3356,0.1315,4.27,0.135,3,2.04,0.6255,0.1043,Company_007 Q4 2022: Revenue grew 0.7% with margins at 22.8%. Management expects continued improvement ahead.,0,0,2,0.2257,1,0,2,0.1888,6,2,6,0.1484,5,2,3,0.2305,3,0,4,0.0732,3,0,3,0.1504,3,1,4,0.1819,0.005610098176718139
7,Company_007,2023,1,5.3775,-0.003406,0.023,0.1124,28.58,0.3911,0.2069,-0.1842,0.3552,3.91,0.334,6,2.13,0.6215,0.2545,Company_007 Q1 2023: Revenue grew 2.3% with margins at 11.2%. Management expects continued challenges ahead.,1,3,4,0.4292,1,3,4,0.4634,1,1,3,0.223,5,2,7,0.1878,0,1,2,0.4121,2,3,5,0.3187,0,1,3,0.4318,0.01136215713621566
7,Company_007,2023,2,5.4386,-0.037294,-0.0203,0.1625,21.68,0.3915,0.6085,0.217,0.5149,2.4,0.3801,6,3.63,0.5325,0.0697,Company_007 Q2 2023: Revenue grew -2.0% with margins at 16.2%. Management expects continued improvement ahead.,8,4,1,0.363,7,3,4,0.2829,6,4,0,0.4686,1,1,1,0.3545,3,2,1,0.4025,6,3,0,0.4203,2,1,2,0.2949,-0.10226896627808636
7,Company_007,2023,3,4.8824,-0.034669,0.0175,0.1425,17.83,0.1437,0.1978,0.054,0.1323,2.09,0.2293,1,2.23,0.3328,0.1246,Company_007 Q3 2023: Revenue grew 1.7% with margins at 14.2%. Management expects continued improvement ahead.,1,2,3,0.3917,0,0,8,0.0,1,0,8,0.0994,1,0,13,0.0,1,1,5,0.1836,1,0,4,0.1371,1,1,7,0.182,0.036170735703752364
7,Company_007,2023,4,5.059,-0.011166,-0.0085,0.1071,16.56,0.5308,0.275,-0.2558,0.4856,3.3,0.1937,1,1.99,0.6775,0.2941,Company_007 Q4 2023: Revenue grew -0.9% with margins at 10.7%. Management expects continued challenges ahead.,0,4,6,0.4722,4,7,3,0.5288,2,3,3,0.4378,2,2,3,0.3705,4,4,6,0.3394,1,4,2,0.6097,2,5,2,0.5723,0.10029650128483883
7,Company_007,2024,1,5.5664,0.022524,-0.0169,0.1593,33.66,0.0938,0.4499,0.356,0.074,3.17,0.2447,2,3.35,0.3472,0.2391,Company_007 Q1 2024: Revenue grew -1.7% with margins at 15.9%. Management expects continued improvement ahead.,5,1,3,0.1945,1,0,3,0.1807,5,0,7,0.0721,4,0,4,0.0989,4,1,7,0.1155,1,0,2,0.2289,1,0,4,0.0334,-0.04074446680080481
7,Company_007,2024,2,5.3396,0.034148,-0.0458,0.1893,31.14,0.2034,0.4819,0.2785,0.3291,3.27,0.2996,5,3.93,0.3088,0.2507,Company_007 Q2 2024: Revenue grew -4.6% with margins at 18.9%. Management expects continued improvement ahead.,6,1,3,0.124,2,0,2,0.2094,2,1,2,0.2983,5,5,4,0.4134,1,0,3,0.1205,0,0,2,0.1795,3,1,3,0.1512,0.004831822608435139
7,Company_007,2024,3,5.3654,-0.014038,-0.0427,0.1353,32.98,0.4516,0.5484,0.0968,0.4667,2.9,0.2626,6,2.42,0.3423,0.2071,Company_007 Q3 2024: Revenue grew -4.3% with margins at 13.5%. Management expects continued improvement ahead.,1,0,1,0.3663,4,3,1,0.4637,3,3,1,0.5265,5,5,1,0.5382,1,1,1,0.3694,4,3,0,0.5174,5,5,2,0.4262,0.00044731054534605724
7,Company_007,2024,4,5.3678,0.036455,0.0017,0.1047,9.19,0.5115,0.4885,-0.023,0.4108,4.29,0.3692,5,2.04,0.3482,0.2629,Company_007 Q4 2024: Revenue grew 0.2% with margins at 10.5%. Management expects continued challenges ahead.,3,5,3,0.5273,3,4,1,0.5327,5,3,3,0.328,2,4,4,0.4216,2,2,1,0.5124,4,3,1,0.4614,3,3,3,0.4246,
8,Company_008,2019,1,15.7594,-0.052933,0.0208,0.2106,19.9,0.1411,0.5925,0.4514,0.0334,2.04,0.3813,6,2.71,0.6112,0.1456,Company_008 Q1 2019: Revenue grew 2.1% with margins at 21.1%. Management expects continued improvement ahead.,5,2,1,0.3617,1,0,1,0.1989,5,0,4,0.1025,1,0,1,0.1452,5,0,4,0.0494,5,0,5,0.0558,3,0,5,0.1092,-0.03422084597129326
8,Company_008,2019,2,15.2201,-0.020276,-0.054,0.1144,21.49,0.2072,0.4659,0.2586,0.0,2.24,0.1503,0,0.0,0.376,0.1652,Company_008 Q2 2019: Revenue grew -5.4% with margins at 11.4%. Management expects continued improvement ahead.,2,0,3,0.0,0,0,2,0.3213,2,1,3,0.3212,2,1,4,0.2353,0,0,2,0.1822,4,4,1,0.4464,3,1,6,0.1305,-0.006813358650731592
8,Company_008,2019,3,15.1164,0.018608,-0.0235,0.2144,29.25,0.4815,0.5185,0.037,0.3783,2.85,0.4742,7,3.19,0.5103,0.2295,Company_008 Q3 2019: Revenue grew -2.3% with margins at 21.4%. Management expects continued improvement ahead.,5,3,0,0.4504,7,7,0,0.6414,5,5,1,0.523,10,3,1,0.271,4,3,3,0.3801,6,4,4,0.3221,7,4,2,0.3452,0.04529517610012962
8,Company_008,2019,4,15.8011,-0.009095,0.032,0.1616,26.66,0.3665,0.48,0.1135,0.3478,4.4,0.3641,7,2.32,0.4258,0.178,Company_008 Q4 2019: Revenue grew 3.2% with margins at 16.2%. Management expects continued improvement ahead.,4,2,2,0.2749,8,5,1,0.3959,3,4,0,0.5722,5,3,4,0.3144,4,3,6,0.2852,4,3,2,0.4024,1,0,1,0.1863,0.010765073317680396
8,Company_008,2020,1,15.9712,0.018479,0.0227,0.1739,35.97,0.1594,0.3342,0.1747,0.314,3.77,0.3855,7,3.31,0.313,0.1988,Company_008 Q1 2020: Revenue grew 2.3% with margins at 17.4%. Management expects continued improvement ahead.,2,0,8,0.0,2,1,4,0.2419,1,0,3,0.1574,1,2,7,0.2528,4,0,7,0.0822,2,2,7,0.2166,5,2,6,0.1636,-0.011126277299138433
8,Company_008,2020,2,15.7935,-0.054027,-0.0093,0.1903,11.75,0.3562,0.2897,-0.0665,0.2086,3.32,0.1507,2,3.07,0.4439,0.1515,Company_008 Q2 2020: Revenue grew -0.9% with margins at 19.0%. Management expects continued challenges ahead.,3,2,3,0.3535,3,2,2,0.3744,1,2,4,0.3541,4,6,2,0.5266,1,1,1,0.3913,3,3,6,0.2961,1,3,3,0.4532,0.05226200652167032
8,Company_008,2020,3,16.6189,0.020055,0.0025,0.152,15.45,0.3029,0.4472,0.1443,0.355,4.11,0.3909,6,2.84,0.5949,0.2068,Company_008 Q3 2020: Revenue grew 0.3% with margins at 15.2%. Management expects continued improvement ahead.,3,2,3,0.2753,2,0,3,0.1648,3,3,2,0.3988,1,0,1,0.2379,2,1,2,0.3119,3,2,3,0.3179,3,3,3,0.3645,-0.02689708705148952
8,Company_008,2020,4,16.1719,-0.023331,-0.0067,0.1081,24.09,0.3447,0.4948,0.15,0.1354,2.36,0.2768,0,0.0,0.4269,0.1709,Company_008 Q4 2020: Revenue grew -0.7% with margins at 10.8%. Management expects continued improvement ahead.,4,2,2,0.372,1,1,1,0.4351,3,2,2,0.304,8,4,2,0.3155,2,1,2,0.2271,3,1,2,0.3171,5,2,3,0.2918,0.04402698507905686
8,Company_008,2021,1,16.8839,-0.012519,-0.0038,0.1041,23.06,0.4443,0.3464,-0.0979,0.4074,2.12,0.1764,2,2.39,0.3709,0.2238,Company_008 Q1 2021: Revenue grew -0.4% with margins at 10.4%. Management expects continued challenges ahead.,1,1,1,0.6134,1,1,3,0.3294,2,3,2,0.436,1,2,5,0.3142,4,2,3,0.2496,1,2,2,0.4903,1,2,1,0.511,-0.025094912905193716
8,Company_008,2021,2,16.4602,-0.020516,-0.0257,0.0901,24.05,0.5772,0.4228,-0.1543,0.7787,3.81,0.1453,4,3.13,0.6118,0.2418,Company_008 Q2 2021: Revenue grew -2.6% with margins at 9.0%. Management expects continued challenges ahead.,2,3,1,0.5561,3,8,1,0.6679,1,7,3,0.7001,3,7,0,0.7834,4,5,3,0.4693,2,4,1,0.6358,4,6,0,0.6583,-0.05544282572508239
8,Company_008,2021,3,15.5476,-0.052697,-0.0511,0.0757,26.74,0.2886,0.6413,0.3527,0.2607,3.3,0.1599,5,1.84,0.4185,0.1931,Company_008 Q3 2021: Revenue grew -5.1% with margins at 7.6%. Management expects continued improvement ahead.,10,4,0,0.309,6,4,0,0.5099,7,7,0,0.5119,3,1,3,0.2784,3,2,2,0.3399,9,3,2,0.2586,5,2,1,0.3705,-0.013976433661787017
8,Company_008,2021,4,15.3303,0.045404,0.008,0.046,10.33,0.2376,0.4692,0.2315,0.3094,3.98,0.1871,6,2.21,0.4136,0.1706,Company_008 Q4 2021: Revenue grew 0.8% with margins at 4.6%. Management expects continued improvement ahead.,2,1,4,0.2665,1,0,1,0.3546,6,2,4,0.1909,4,2,3,0.2719,6,4,2,0.3344,2,1,3,0.2011,2,3,6,0.316,0.026711806031193212
8,Company_008,2022,1,15.7398,0.042498,-0.0056,0.1417,8.35,0.1169,0.6183,0.5014,0.2299,3.04,0.162,4,2.91,0.6775,0.051,Company_008 Q1 2022: Revenue grew -0.6% with margins at 14.2%. Management expects continued improvement ahead.,1,0,1,0.226,3,0,2,0.1248,5,0,5,0.0482,6,2,5,0.1933,4,1,3,0.1645,2,1,1,0.3594,5,3,3,0.3076,-0.006696400208389006
8,Company_008,2022,2,15.6344,-0.031413,-0.0002,0.1957,13.27,0.3815,0.4298,0.0482,0.4586,3.07,0.2149,1,1.54,0.4251,0.197,Company_008 Q2 2022: Revenue grew -0.0% with margins at 19.6%. Management expects continued improvement ahead.,1,1,2,0.3806,1,2,4,0.4033,6,2,1,0.3118,4,4,2,0.4354,1,2,1,0.5009,1,0,2,0.2839,2,2,2,0.3968,-0.04097375019188451
8,Company_008,2022,3,14.9938,0.019914,-0.0347,0.2036,9.67,0.5412,0.4588,-0.0825,0.3574,2.03,0.4182,0,0.0,0.5035,0.0637,Company_008 Q3 2022: Revenue grew -3.5% with margins at 20.4%. Management expects continued challenges ahead.,2,3,3,0.4731,8,7,0,0.558,5,6,3,0.4601,0,1,1,0.5064,1,1,1,0.5043,3,6,3,0.5222,5,5,0,0.5991,0.03374728220998014
